driver_id,pool_location,driver_rating
DRV-BB-06511,Pool Mampang,4.75
DRV-BB-06512,Pool Halim,4.67
DRV-BB-06513,Pool Puri,4.84
DRV-BB-06514,Pool BSD,4.69
DRV-BB-06515,Pool Kelapa Gading,5.0
DRV-BB-06516,Pool Kelapa Gading,4.61
DRV-BB-06517,Pool Ciputat,4.79
DRV-BB-06518,Pool Ciputat,4.68
DRV-BB-06519,Pool BSD,4.63
DRV-BB-06520,Pool Halim,4.61
DRV-BB-06521,Pool Halim,4.79
DRV-BB-06522,Pool Ciputat,4.79
DRV-BB-06523,Pool Halim,4.79
DRV-BB-06524,Pool BSD,4.92
DRV-BB-06525,Pool Halim,4.94
DRV-BB-06526,Pool Puri,4.96
DRV-BB-06527,Pool Kelapa Gading,4.66
DRV-BB-06528,Pool BSD,4.83
DRV-BB-06529,Pool Kelapa Gading,4.84
DRV-BB-06530,Pool BSD,4.86
DRV-BB-06531,Pool BSD,4.89
DRV-BB-06532,Pool Puri,4.79
DRV-BB-06533,Pool Puri,4.78
DRV-BB-06534,Pool Kelapa Gading,4.89
DRV-BB-06535,Pool Kelapa Gading,4.96
DRV-BB-06536,Pool BSD,4.9
DRV-BB-06537,Pool Kelapa Gading,4.71
DRV-BB-06538,Pool Kramat Jati,4.8
DRV-BB-06539,Pool Puri,4.8
DRV-BB-06540,Pool BSD,4.64
DRV-BB-06541,Pool Mampang,4.62
DRV-BB-06542,Pool Halim,4.67
DRV-BB-06543,Pool Kelapa Gading,4.98
DRV-BB-06544,Pool Ciputat,4.92
DRV-BB-06545,Pool BSD,4.66
DRV-BB-06546,Pool Halim,4.71
DRV-BB-06547,Pool Mampang,4.72
DRV-BB-06548,Pool Kramat Jati,4.62
DRV-BB-06549,Pool Ciputat,4.8
DRV-BB-06550,Pool Ciputat,4.96
DRV-BB-06551,Pool Halim,4.84
DRV-BB-06552,Pool Halim,4.89
DRV-BB-06553,Pool Puri,4.89
DRV-BB-06554,Pool Kramat Jati,4.77
DRV-BB-06555,Pool Kelapa Gading,4.88
DRV-BB-06556,Pool Kelapa Gading,4.61
DRV-BB-06557,Pool Kelapa Gading,4.91
DRV-BB-06558,Pool Kelapa Gading,4.94
DRV-BB-06559,Pool Halim,4.92
DRV-BB-06560,Pool Kramat Jati,4.9
DRV-BB-06561,Pool Kramat Jati,4.81
DRV-BB-06562,Pool Kramat Jati,4.75
DRV-BB-06563,Pool Halim,4.96
DRV-BB-06564,Pool Puri,4.99
DRV-BB-06565,Pool Ciputat,4.92
DRV-BB-06566,Pool Ciputat,4.89
DRV-BB-06567,Pool Ciputat,4.99
DRV-BB-06568,Pool Puri,4.64
DRV-BB-06569,Pool Puri,4.76
DRV-BB-06570,Pool Ciputat,4.94
DRV-BB-06571,Pool Kramat Jati,4.81
DRV-BB-06572,Pool BSD,4.92
DRV-BB-06573,Pool Kelapa Gading,4.73
DRV-BB-06574,Pool BSD,4.84
DRV-BB-06575,Pool Kelapa Gading,4.6
DRV-BB-06576,Pool Halim,4.96
DRV-BB-06577,Pool BSD,4.82
DRV-BB-06578,Pool Halim,4.92
DRV-BB-06579,Pool Puri,4.76
DRV-BB-06580,Pool BSD,4.85
DRV-BB-06581,Pool Kelapa Gading,4.79
DRV-BB-06582,Pool Kelapa Gading,4.68
DRV-BB-06583,Pool BSD,4.68
DRV-BB-06584,Pool BSD,4.88
DRV-BB-06585,Pool Ciputat,4.74
DRV-BB-06586,Pool Puri,4.61
DRV-BB-06587,Pool Kelapa Gading,4.76
DRV-BB-06588,Pool Mampang,4.67
DRV-BB-06589,Pool Halim,4.92
DRV-BB-06590,Pool BSD,4.71
DRV-BB-06591,Pool Kramat Jati,4.9
DRV-BB-06592,Pool Mampang,4.61
DRV-BB-06593,Pool Ciputat,4.7
DRV-BB-06594,Pool Kelapa Gading,4.76
DRV-BB-06595,Pool Ciputat,4.83
DRV-BB-06596,Pool Kelapa Gading,4.93
DRV-BB-06597,Pool Puri,4.79
DRV-BB-06598,Pool Kelapa Gading,4.88
DRV-BB-06599,Pool Kelapa Gading,4.64
DRV-BB-06600,Pool BSD,4.85
DRV-BB-06601,Pool BSD,4.93
DRV-BB-06602,Pool Puri,4.68
DRV-BB-06603,Pool Mampang,4.92
DRV-BB-06604,Pool Puri,4.73
DRV-BB-06605,Pool Halim,4.78
DRV-BB-06606,Pool BSD,4.9
DRV-BB-06607,Pool Ciputat,4.86
DRV-BB-06608,Pool Kelapa Gading,4.9
DRV-BB-06609,Pool Puri,4.64
DRV-BB-06610,Pool Kramat Jati,4.69
DRV-BB-06611,Pool Puri,4.78
DRV-BB-06612,Pool Kelapa Gading,4.84
DRV-BB-06613,Pool Halim,4.67
DRV-BB-06614,Pool BSD,4.75
DRV-BB-06615,Pool Ciputat,4.79
DRV-BB-06616,Pool BSD,4.77
DRV-BB-06617,Pool Mampang,4.89
DRV-BB-06618,Pool BSD,4.94
DRV-BB-06619,Pool Halim,4.67
DRV-BB-06620,Pool Halim,4.92
DRV-BB-06621,Pool BSD,4.69
DRV-BB-06622,Pool Kelapa Gading,4.84
DRV-BB-06623,Pool Kelapa Gading,4.93
DRV-BB-06624,Pool Puri,4.81
DRV-BB-06625,Pool BSD,4.79
DRV-BB-06626,Pool Halim,4.87
DRV-BB-06627,Pool Ciputat,4.94
DRV-BB-06628,Pool Kelapa Gading,4.69
DRV-BB-06629,Pool Kelapa Gading,4.88
DRV-BB-06630,Pool Kramat Jati,4.83
DRV-BB-06631,Pool Mampang,4.66
DRV-BB-06632,Pool Mampang,4.73
DRV-BB-06633,Pool Kelapa Gading,4.85
DRV-BB-06634,Pool Ciputat,4.64
DRV-BB-06635,Pool BSD,4.77
DRV-BB-06636,Pool Ciputat,4.76
DRV-BB-06637,Pool Halim,4.63
DRV-BB-06638,Pool Mampang,5.0
DRV-BB-06639,Pool Kramat Jati,4.68
DRV-BB-06640,Pool Puri,4.94
DRV-BB-06641,Pool BSD,4.93
DRV-BB-06642,Pool Halim,4.95
DRV-BB-06643,Pool Puri,4.72
DRV-BB-06644,Pool Kelapa Gading,4.79
DRV-BB-06645,Pool Mampang,5.0
DRV-BB-06646,Pool Kramat Jati,4.65
DRV-BB-06647,Pool Ciputat,4.75
DRV-BB-06648,Pool Halim,4.94
DRV-BB-06649,Pool Mampang,4.69
DRV-BB-06650,Pool Kramat Jati,4.77
DRV-BB-06651,Pool Ciputat,4.77
DRV-BB-06652,Pool BSD,4.8
DRV-BB-06653,Pool Puri,4.7
DRV-BB-06654,Pool Puri,4.93
DRV-BB-06655,Pool Ciputat,4.87
DRV-BB-06656,Pool Puri,4.66
DRV-BB-06657,Pool Puri,4.98
DRV-BB-06658,Pool Mampang,4.68
DRV-BB-06659,Pool Puri,4.71
DRV-BB-06660,Pool Kelapa Gading,4.95
DRV-BB-06661,Pool Kelapa Gading,4.6
DRV-BB-06662,Pool Halim,4.77
DRV-BB-06663,Pool Ciputat,4.72
DRV-BB-06664,Pool Puri,4.63
DRV-BB-06665,Pool Halim,4.86
DRV-BB-06666,Pool Kelapa Gading,4.93
DRV-BB-06667,Pool Mampang,4.61
DRV-BB-06668,Pool Kramat Jati,4.7
DRV-BB-06669,Pool Halim,4.85
DRV-BB-06670,Pool BSD,4.7
DRV-BB-06671,Pool Ciputat,4.89
DRV-BB-06672,Pool Kelapa Gading,4.96
DRV-BB-06673,Pool Kramat Jati,4.68
DRV-BB-06674,Pool BSD,4.92
DRV-BB-06675,Pool BSD,4.96
DRV-BB-06676,Pool Puri,4.81
DRV-BB-06677,Pool Puri,4.65
DRV-BB-06678,Pool Mampang,4.93
DRV-BB-06679,Pool Kelapa Gading,4.75
DRV-BB-06680,Pool Kramat Jati,4.96
DRV-BB-06681,Pool Mampang,4.78
DRV-BB-06682,Pool BSD,4.9
DRV-BB-06683,Pool Kramat Jati,4.86
DRV-BB-06684,Pool Ciputat,4.86
DRV-BB-06685,Pool Halim,4.63
DRV-BB-06686,Pool Kramat Jati,4.66
DRV-BB-06687,Pool Kramat Jati,4.61
DRV-BB-06688,Pool Puri,4.69
DRV-BB-06689,Pool Mampang,4.77
DRV-BB-06690,Pool Mampang,4.92
DRV-BB-06691,Pool Kelapa Gading,4.83
DRV-BB-06692,Pool BSD,4.95
DRV-BB-06693,Pool Puri,4.66
DRV-BB-06694,Pool BSD,4.62
DRV-BB-06695,Pool Kramat Jati,4.64
DRV-BB-06696,Pool Kelapa Gading,4.97
DRV-BB-06697,Pool Halim,4.63
DRV-BB-06698,Pool Puri,4.69
DRV-BB-06699,Pool Mampang,4.76
DRV-BB-06700,Pool BSD,4.95
DRV-BB-06701,Pool Halim,4.72
DRV-BB-06702,Pool BSD,4.92
DRV-BB-06703,Pool Kelapa Gading,4.72
DRV-BB-06704,Pool Puri,4.94
DRV-BB-06705,Pool Ciputat,4.77
DRV-BB-06706,Pool BSD,4.79
DRV-BB-06707,Pool BSD,4.7
DRV-BB-06708,Pool Halim,4.64
DRV-BB-06709,Pool Kelapa Gading,4.83
DRV-BB-06710,Pool Puri,4.62
DRV-BB-06711,Pool Mampang,4.94
DRV-BB-06712,Pool BSD,4.6
DRV-BB-06713,Pool Kelapa Gading,4.91
DRV-BB-06714,Pool Halim,4.95
DRV-BB-06715,Pool BSD,4.64
DRV-BB-06716,Pool BSD,4.81
DRV-BB-06717,Pool Kelapa Gading,4.72
DRV-BB-06718,Pool Ciputat,4.8
DRV-BB-06719,Pool BSD,4.97
DRV-BB-06720,Pool Kelapa Gading,4.65
DRV-BB-06721,Pool Halim,4.91
DRV-BB-06722,Pool Kramat Jati,4.65
DRV-BB-06723,Pool Halim,4.93
DRV-BB-06724,Pool Ciputat,5.0
DRV-BB-06725,Pool Puri,4.92
DRV-BB-06726,Pool Ciputat,4.92
DRV-BB-06727,Pool BSD,4.85
DRV-BB-06728,Pool Puri,4.91
DRV-BB-06729,Pool Puri,4.65
DRV-BB-06730,Pool BSD,4.92
DRV-BB-06731,Pool BSD,4.79
DRV-BB-06732,Pool Puri,4.7
DRV-BB-06733,Pool Kelapa Gading,4.91
DRV-BB-06734,Pool Ciputat,4.97
DRV-BB-06735,Pool Mampang,4.71
DRV-BB-06736,Pool Kramat Jati,4.71
DRV-BB-06737,Pool Halim,4.89
DRV-BB-06738,Pool Mampang,4.9
DRV-BB-06739,Pool Halim,4.93
DRV-BB-06740,Pool Kelapa Gading,4.92
DRV-BB-06741,Pool Kramat Jati,4.68
DRV-BB-06742,Pool Puri,4.74
DRV-BB-06743,Pool BSD,4.69
DRV-BB-06744,Pool Puri,4.84
DRV-BB-06745,Pool Ciputat,4.78
DRV-BB-06746,Pool Kelapa Gading,4.69
DRV-BB-06747,Pool BSD,4.7
DRV-BB-06748,Pool Kramat Jati,4.84
DRV-BB-06749,Pool Puri,4.75
DRV-BB-06750,Pool Kelapa Gading,4.87
DRV-BB-06751,Pool Kelapa Gading,4.91
DRV-BB-06752,Pool Kelapa Gading,4.77
DRV-BB-06753,Pool Kramat Jati,4.74
DRV-BB-06754,Pool Halim,4.82
DRV-BB-06755,Pool BSD,4.61
DRV-BB-06756,Pool BSD,4.87
DRV-BB-06757,Pool Kelapa Gading,4.73
DRV-BB-06758,Pool Kramat Jati,4.71
DRV-BB-06759,Pool Halim,4.98
DRV-BB-06760,Pool BSD,4.91
DRV-BB-06761,Pool BSD,4.88
DRV-BB-06762,Pool BSD,4.93
DRV-BB-06763,Pool Kelapa Gading,4.84
DRV-BB-06764,Pool BSD,4.71
DRV-BB-06765,Pool Puri,4.77
DRV-BB-06766,Pool Mampang,4.66
DRV-BB-06767,Pool BSD,4.76
DRV-BB-06768,Pool Ciputat,4.93
DRV-BB-06769,Pool Kramat Jati,4.61
DRV-BB-06770,Pool Puri,4.92
DRV-BB-06771,Pool Halim,4.64
DRV-BB-06772,Pool BSD,4.95
DRV-BB-06773,Pool Kelapa Gading,4.96
DRV-BB-06774,Pool Mampang,4.97
DRV-BB-06775,Pool Mampang,4.73
DRV-BB-06776,Pool Ciputat,4.79
DRV-BB-06777,Pool Kramat Jati,4.72
DRV-BB-06778,Pool Kramat Jati,4.74
DRV-BB-06779,Pool Puri,4.99
DRV-BB-06780,Pool Kramat Jati,4.65
DRV-BB-06781,Pool Ciputat,4.77
DRV-BB-06782,Pool Ciputat,4.76
DRV-BB-06783,Pool Kramat Jati,5.0
DRV-BB-06784,Pool Puri,4.84
DRV-BB-06785,Pool BSD,4.94
DRV-BB-06786,Pool Kelapa Gading,4.65
DRV-BB-06787,Pool Kramat Jati,4.91
DRV-BB-06788,Pool BSD,4.9
DRV-BB-06789,Pool Ciputat,4.92
DRV-BB-06790,Pool Puri,4.83
DRV-BB-06791,Pool Kelapa Gading,4.7
DRV-BB-06792,Pool BSD,4.64
DRV-BB-06793,Pool Puri,4.83
DRV-BB-06794,Pool BSD,4.7
DRV-BB-06795,Pool Kramat Jati,4.74
DRV-BB-06796,Pool Kramat Jati,4.94
DRV-BB-06797,Pool Puri,4.75
DRV-BB-06798,Pool Puri,4.87
DRV-BB-06799,Pool Ciputat,4.65
DRV-BB-06800,Pool BSD,4.95
DRV-BB-06801,Pool Kelapa Gading,4.67
DRV-BB-06802,Pool BSD,4.87
DRV-BB-06803,Pool Ciputat,4.67
DRV-BB-06804,Pool Kelapa Gading,4.76
DRV-BB-06805,Pool Ciputat,4.82
DRV-BB-06806,Pool Ciputat,4.75
DRV-BB-06807,Pool BSD,4.95
DRV-BB-06808,Pool Kelapa Gading,4.93
DRV-BB-06809,Pool Kelapa Gading,4.9
DRV-BB-06810,Pool Puri,4.7
DRV-BB-06811,Pool Ciputat,4.69
DRV-BB-06812,Pool Ciputat,4.68
DRV-BB-06813,Pool Mampang,4.69
DRV-BB-06814,Pool Kramat Jati,4.85
DRV-BB-06815,Pool Mampang,4.87
DRV-BB-06816,Pool Kelapa Gading,4.86
DRV-BB-06817,Pool Puri,4.85
DRV-BB-06818,Pool Ciputat,4.8
DRV-BB-06819,Pool Ciputat,4.72
DRV-BB-06820,Pool Ciputat,4.94
DRV-BB-06821,Pool BSD,4.98
DRV-BB-06822,Pool Puri,4.75
DRV-BB-06823,Pool BSD,4.66
DRV-BB-06824,Pool Kelapa Gading,4.66
DRV-BB-06825,Pool BSD,4.69
DRV-BB-06826,Pool Halim,4.81
DRV-BB-06827,Pool Mampang,4.82
DRV-BB-06828,Pool Puri,4.7
DRV-BB-06829,Pool Puri,4.62
DRV-BB-06830,Pool Kelapa Gading,4.87
DRV-BB-06831,Pool Halim,4.87
DRV-BB-06832,Pool Puri,4.6
DRV-BB-06833,Pool Ciputat,4.73
DRV-BB-06834,Pool Kelapa Gading,4.92
DRV-BB-06835,Pool Kramat Jati,4.89
DRV-BB-06836,Pool Halim,4.99
DRV-BB-06837,Pool Puri,4.97
DRV-BB-06838,Pool Mampang,4.79
DRV-BB-06839,Pool Mampang,4.76
DRV-BB-06840,Pool Ciputat,4.84
DRV-BB-06841,Pool Ciputat,4.84
DRV-BB-06842,Pool Kramat Jati,4.62
DRV-BB-06843,Pool Kramat Jati,4.82
DRV-BB-06844,Pool Kelapa Gading,4.77
DRV-BB-06845,Pool Kelapa Gading,4.99
DRV-BB-06846,Pool BSD,4.79
DRV-BB-06847,Pool BSD,4.75
DRV-BB-06848,Pool Kelapa Gading,4.84
DRV-BB-06849,Pool Halim,4.65
DRV-BB-06850,Pool Kramat Jati,4.78
DRV-BB-06851,Pool BSD,4.64
DRV-BB-06852,Pool Halim,4.83
DRV-BB-06853,Pool Halim,4.73
DRV-BB-06854,Pool Ciputat,4.89
DRV-BB-06855,Pool Ciputat,4.71
DRV-BB-06856,Pool Kramat Jati,4.88
DRV-BB-06857,Pool BSD,4.91
DRV-BB-06858,Pool Kelapa Gading,4.72
DRV-BB-06859,Pool BSD,4.64
DRV-BB-06860,Pool Kelapa Gading,4.93
DRV-BB-06861,Pool Ciputat,4.67
DRV-BB-06862,Pool Kelapa Gading,4.63
DRV-BB-06863,Pool Kramat Jati,4.65
DRV-BB-06864,Pool Kelapa Gading,4.82
DRV-BB-06865,Pool BSD,4.99
DRV-BB-06866,Pool Mampang,4.73
DRV-BB-06867,Pool Mampang,4.61
DRV-BB-06868,Pool Kelapa Gading,4.65
DRV-BB-06869,Pool Halim,4.7
DRV-BB-06870,Pool BSD,4.98
DRV-BB-06871,Pool BSD,4.69
DRV-BB-06872,Pool Kramat Jati,4.98
DRV-BB-06873,Pool Kelapa Gading,4.91
DRV-BB-06874,Pool Kramat Jati,4.95
DRV-BB-06875,Pool Mampang,4.87
DRV-BB-06876,Pool BSD,4.93
DRV-BB-06877,Pool Puri,4.74
DRV-BB-06878,Pool Ciputat,4.84
DRV-BB-06879,Pool Halim,4.84
DRV-BB-06880,Pool Puri,4.89
DRV-BB-06881,Pool Kramat Jati,4.87
DRV-BB-06882,Pool Kramat Jati,4.81
DRV-BB-06883,Pool Mampang,4.8
DRV-BB-06884,Pool Ciputat,4.98
DRV-BB-06885,Pool Puri,4.62
DRV-BB-06886,Pool Mampang,4.82
DRV-BB-06887,Pool BSD,4.95
DRV-BB-06888,Pool BSD,4.9
DRV-BB-06889,Pool Halim,4.83
DRV-BB-06890,Pool Halim,4.86
DRV-BB-06891,Pool Ciputat,4.93
DRV-BB-06892,Pool Mampang,4.96
DRV-BB-06893,Pool Halim,4.63
DRV-BB-06894,Pool Puri,4.78
DRV-BB-06895,Pool Mampang,4.86
DRV-BB-06896,Pool BSD,4.91
DRV-BB-06897,Pool Kelapa Gading,4.96
DRV-BB-06898,Pool Mampang,4.82
DRV-BB-06899,Pool Halim,4.98
DRV-BB-06900,Pool Puri,4.84
DRV-BB-06901,Pool Kramat Jati,4.98
DRV-BB-06902,Pool BSD,4.83
DRV-BB-06903,Pool Puri,4.85
DRV-BB-06904,Pool BSD,4.81
DRV-BB-06905,Pool Kelapa Gading,4.99
DRV-BB-06906,Pool Mampang,4.68
DRV-BB-06907,Pool Mampang,4.61
DRV-BB-06908,Pool BSD,4.99
DRV-BB-06909,Pool Puri,4.79
DRV-BB-06910,Pool Kramat Jati,4.77
DRV-BB-06911,Pool BSD,4.98
DRV-BB-06912,Pool Puri,4.78
DRV-BB-06913,Pool Mampang,4.81
DRV-BB-06914,Pool Mampang,4.97
DRV-BB-06915,Pool Mampang,4.76
DRV-BB-06916,Pool Kramat Jati,4.68
DRV-BB-06917,Pool Ciputat,4.92
DRV-BB-06918,Pool Ciputat,4.86
DRV-BB-06919,Pool Halim,4.67
DRV-BB-06920,Pool Puri,4.88
DRV-BB-06921,Pool Kelapa Gading,4.96
DRV-BB-06922,Pool Puri,4.61
DRV-BB-06923,Pool Puri,4.9
DRV-BB-06924,Pool Mampang,4.77
DRV-BB-06925,Pool Mampang,4.94
DRV-BB-06926,Pool Ciputat,4.65
DRV-BB-06927,Pool Kramat Jati,4.85
DRV-BB-06928,Pool Ciputat,4.97
DRV-BB-06929,Pool Kramat Jati,4.82
DRV-BB-06930,Pool Ciputat,4.66
DRV-BB-06931,Pool Halim,4.65
DRV-BB-06932,Pool Kelapa Gading,4.72
DRV-BB-06933,Pool Kelapa Gading,4.71
DRV-BB-06934,Pool Kramat Jati,4.72
DRV-BB-06935,Pool Puri,4.84
DRV-BB-06936,Pool Kelapa Gading,4.64
DRV-BB-06937,Pool BSD,4.86
DRV-BB-06938,Pool Kelapa Gading,4.73
DRV-BB-06939,Pool Kramat Jati,4.72
DRV-BB-06940,Pool Kelapa Gading,4.86
DRV-BB-06941,Pool Mampang,4.93
DRV-BB-06942,Pool Ciputat,4.6
DRV-BB-06943,Pool Ciputat,4.61
DRV-BB-06944,Pool Kramat Jati,4.97
DRV-BB-06945,Pool Ciputat,4.92
DRV-BB-06946,Pool Halim,4.83
DRV-BB-06947,Pool Kelapa Gading,4.67
DRV-BB-06948,Pool Kramat Jati,4.89
DRV-BB-06949,Pool Kelapa Gading,4.83
DRV-BB-06950,Pool Ciputat,4.7
DRV-BB-06951,Pool BSD,5.0
DRV-BB-06952,Pool Kelapa Gading,4.9
DRV-BB-06953,Pool BSD,4.72
DRV-BB-06954,Pool Mampang,4.7
DRV-BB-06955,Pool BSD,4.71
DRV-BB-06956,Pool Mampang,4.86
DRV-BB-06957,Pool Halim,4.71
DRV-BB-06958,Pool BSD,4.88
DRV-BB-06959,Pool Mampang,4.73
DRV-BB-06960,Pool Halim,4.88
DRV-BB-06961,Pool Halim,4.62
DRV-BB-06962,Pool Kramat Jati,4.9
DRV-BB-06963,Pool BSD,4.99
DRV-BB-06964,Pool Halim,4.64
DRV-BB-06965,Pool BSD,4.93
DRV-BB-06966,Pool BSD,4.79
DRV-BB-06967,Pool Puri,4.74
DRV-BB-06968,Pool Mampang,4.71
DRV-BB-06969,Pool Kramat Jati,4.76
DRV-BB-06970,Pool BSD,4.78
DRV-BB-06971,Pool BSD,4.9
DRV-BB-06972,Pool Kelapa Gading,4.91
DRV-BB-06973,Pool Ciputat,4.6
DRV-BB-06974,Pool Kelapa Gading,4.8
DRV-BB-06975,Pool Kelapa Gading,4.86
DRV-BB-06976,Pool Puri,4.69
DRV-BB-06977,Pool Puri,4.84
DRV-BB-06978,Pool Ciputat,4.95
DRV-BB-06979,Pool Ciputat,4.68
DRV-BB-06980,Pool Puri,4.66
DRV-BB-06981,Pool BSD,4.61
DRV-BB-06982,Pool Mampang,4.99
DRV-BB-06983,Pool Halim,4.82
DRV-BB-06984,Pool Puri,4.87
DRV-BB-06985,Pool Ciputat,4.74
DRV-BB-06986,Pool Kramat Jati,4.62
DRV-BB-06987,Pool Kelapa Gading,4.86
DRV-BB-06988,Pool Halim,4.9
DRV-BB-06989,Pool Mampang,4.77
DRV-BB-06990,Pool Mampang,4.97
DRV-BB-06991,Pool BSD,4.89
DRV-BB-06992,Pool Kramat Jati,4.7
DRV-BB-06993,Pool Kelapa Gading,4.92
DRV-BB-06994,Pool Puri,4.62
DRV-BB-06995,Pool Kelapa Gading,4.9
DRV-BB-06996,Pool Puri,4.9
DRV-BB-06997,Pool Mampang,4.83
DRV-BB-06998,Pool Halim,4.93
DRV-BB-06999,Pool BSD,4.97
DRV-BB-07000,Pool Halim,4.97
DRV-BB-07001,Pool Halim,4.61
DRV-BB-07002,Pool Ciputat,4.68
DRV-BB-07003,Pool Ciputat,4.62
DRV-BB-07004,Pool Mampang,4.9
DRV-BB-07005,Pool Kelapa Gading,4.71
DRV-BB-07006,Pool Mampang,4.76
DRV-BB-07007,Pool Halim,4.66
DRV-BB-07008,Pool Kelapa Gading,4.61
DRV-BB-07009,Pool Puri,4.71
DRV-BB-07010,Pool Halim,4.71
DRV-BB-07011,Pool Kramat Jati,4.68
DRV-BB-07012,Pool Halim,4.91
DRV-BB-07013,Pool Ciputat,4.96
DRV-BB-07014,Pool Puri,4.63
DRV-BB-07015,Pool Kramat Jati,4.7
DRV-BB-07016,Pool Puri,4.77
DRV-BB-07017,Pool Ciputat,4.83
DRV-BB-07018,Pool Kelapa Gading,4.8
DRV-BB-07019,Pool Ciputat,4.78
DRV-BB-07020,Pool Mampang,4.82
DRV-BB-07021,Pool Halim,4.67
DRV-BB-07022,Pool Ciputat,4.71
DRV-BB-07023,Pool Puri,4.63
DRV-BB-07024,Pool Kelapa Gading,4.73
DRV-BB-07025,Pool Halim,4.63
DRV-BB-07026,Pool Kelapa Gading,4.94
DRV-BB-07027,Pool Kelapa Gading,4.66
DRV-BB-07028,Pool Mampang,4.69
DRV-BB-07029,Pool Ciputat,4.82
DRV-BB-07030,Pool Mampang,4.8
DRV-BB-07031,Pool Puri,4.99
DRV-BB-07032,Pool Ciputat,4.75
DRV-BB-07033,Pool Mampang,4.92
DRV-BB-07034,Pool Kramat Jati,4.87
DRV-BB-07035,Pool Ciputat,4.84
DRV-BB-07036,Pool Ciputat,4.89
DRV-BB-07037,Pool BSD,4.93
DRV-BB-07038,Pool Kramat Jati,4.88
DRV-BB-07039,Pool Halim,4.65
DRV-BB-07040,Pool Kelapa Gading,4.85
DRV-BB-07041,Pool Puri,4.94
DRV-BB-07042,Pool Mampang,4.92
DRV-BB-07043,Pool Mampang,4.97
DRV-BB-07044,Pool Mampang,4.93
DRV-BB-07045,Pool Ciputat,4.8
DRV-BB-07046,Pool BSD,4.69
DRV-BB-07047,Pool Kramat Jati,4.7
DRV-BB-07048,Pool BSD,4.76
DRV-BB-07049,Pool Mampang,4.93
DRV-BB-07050,Pool Ciputat,4.86
DRV-BB-07051,Pool Ciputat,4.83
DRV-BB-07052,Pool Puri,4.99
DRV-BB-07053,Pool Puri,4.69
DRV-BB-07054,Pool Mampang,4.98
DRV-BB-07055,Pool Kelapa Gading,4.87
DRV-BB-07056,Pool Puri,4.64
DRV-BB-07057,Pool Puri,4.98
DRV-BB-07058,Pool Kelapa Gading,4.82
DRV-BB-07059,Pool Mampang,4.72
DRV-BB-07060,Pool Mampang,4.8
DRV-BB-07061,Pool Kramat Jati,4.75
DRV-BB-07062,Pool Kramat Jati,4.76
DRV-BB-07063,Pool Halim,4.96
DRV-BB-07064,Pool Kelapa Gading,4.9
DRV-BB-07065,Pool Ciputat,4.67
DRV-BB-07066,Pool BSD,4.94
DRV-BB-07067,Pool Puri,4.94
DRV-BB-07068,Pool Kelapa Gading,4.64
DRV-BB-07069,Pool Mampang,4.77
DRV-BB-07070,Pool Puri,5.0
DRV-BB-07071,Pool Puri,4.99
DRV-BB-07072,Pool BSD,4.78
DRV-BB-07073,Pool Ciputat,4.91
DRV-BB-07074,Pool Kelapa Gading,4.81
DRV-BB-07075,Pool Kelapa Gading,4.74
DRV-BB-07076,Pool Puri,4.65
DRV-BB-07077,Pool Ciputat,4.86
DRV-BB-07078,Pool Ciputat,4.61
DRV-BB-07079,Pool Mampang,4.63
DRV-BB-07080,Pool Mampang,4.82
DRV-BB-07081,Pool Ciputat,4.71
DRV-BB-07082,Pool Ciputat,4.76
DRV-BB-07083,Pool Ciputat,4.77
DRV-BB-07084,Pool Kelapa Gading,4.73
DRV-BB-07085,Pool Kramat Jati,4.73
DRV-BB-07086,Pool Halim,4.81
DRV-BB-07087,Pool Puri,4.8
DRV-BB-07088,Pool Kelapa Gading,4.65
DRV-BB-07089,Pool Mampang,4.67
DRV-BB-07090,Pool Mampang,4.64
DRV-BB-07091,Pool Halim,4.99
DRV-BB-07092,Pool Kramat Jati,4.63
DRV-BB-07093,Pool BSD,4.64
DRV-BB-07094,Pool Ciputat,4.62
DRV-BB-07095,Pool Ciputat,4.83
DRV-BB-07096,Pool Kelapa Gading,4.61
DRV-BB-07097,Pool Mampang,4.71
DRV-BB-07098,Pool Mampang,4.76
DRV-BB-07099,Pool Puri,4.72
DRV-BB-07100,Pool Ciputat,4.76
DRV-BB-07101,Pool Kramat Jati,4.78
DRV-BB-07102,Pool Kramat Jati,4.9
DRV-BB-07103,Pool Ciputat,4.71
DRV-BB-07104,Pool Halim,4.78
DRV-BB-07105,Pool Mampang,4.85
DRV-BB-07106,Pool Ciputat,4.79
DRV-BB-07107,Pool Ciputat,4.98
DRV-BB-07108,Pool Kelapa Gading,4.89
DRV-BB-07109,Pool Puri,4.76
DRV-BB-07110,Pool Kelapa Gading,4.74
DRV-BB-07111,Pool BSD,4.71
DRV-BB-07112,Pool Halim,4.95
DRV-BB-07113,Pool Ciputat,4.73
DRV-BB-07114,Pool BSD,4.71
DRV-BB-07115,Pool Halim,4.78
DRV-BB-07116,Pool Mampang,4.98
DRV-BB-07117,Pool Halim,4.68
DRV-BB-07118,Pool Puri,4.72
DRV-BB-07119,Pool Kelapa Gading,4.96
DRV-BB-07120,Pool BSD,4.74
DRV-BB-07121,Pool Halim,4.66
DRV-BB-07122,Pool Mampang,4.99
DRV-BB-07123,Pool Kelapa Gading,4.7
DRV-BB-07124,Pool Kelapa Gading,4.72
